ticker,name,mid_listed,data_start,data_end,num_rows
000020,동화약품,False,2016-01-04,2025-12-30,2452
000040,KR모터스,False,2016-01-04,2025-12-30,2452
000050,경방,False,2016-01-04,2025-12-30,2452
000070,삼양홀딩스,False,2016-01-04,2025-12-30,2452
000080,하이트진로,False,2016-01-04,2025-12-30,2452
000100,유한양행,False,2016-01-04,2025-12-30,2452
000120,CJ대한통운,False,2016-01-04,2025-12-30,2452
000140,하이트진로홀딩스,False,2016-01-04,2025-12-30,2452
000150,두산,False,2016-01-04,2025-12-30,2452
000180,성창기업지주,False,2016-01-04,2025-12-30,2452
000210,DL,False,2016-01-04,2025-12-30,2452
000220,유유제약,False,2016-01-04,2025-12-30,2452
000230,일동홀딩스,False,2016-01-04,2025-12-30,2452
000240,한국앤컴퍼니,False,2016-01-04,2025-12-30,2452
000270,기아,False,2016-01-04,2025-12-30,2452
000300,DH오토넥스,False,2016-01-04,2025-12-30,2452
000320,노루홀딩스,False,2016-01-04,2025-12-30,2452
000370,한화손해보험,False,2016-01-04,2025-12-30,2452
000390,삼화페인트,False,2016-01-04,2025-12-30,2452
000400,롯데손해보험,False,2016-01-04,2025-12-30,2452
000430,대원강업,False,2016-01-04,2025-12-30,2452
000480,CR홀딩스,False,2016-01-04,2025-12-30,2452
000490,대동,False,2016-01-04,2025-12-30,2452
000500,가온전선,False,2016-01-04,2025-12-30,2452
000520,삼일제약,False,2016-01-04,2025-12-30,2452
000540,흥국화재,False,2016-01-04,2025-12-30,2452
000590,CS홀딩스,False,2016-01-04,2025-12-30,2452
000640,동아쏘시오홀딩스,False,2016-01-04,2025-12-30,2452
000650,천일고속,False,2016-01-04,2025-12-30,2452
000660,SK하이닉스,False,2016-01-04,2025-12-30,2452
000670,영풍,False,2016-01-04,2025-12-30,2452
000680,LS네트웍스,False,2016-01-04,2025-12-30,2452
000700,유수홀딩스,False,2016-01-04,2025-12-30,2452
000720,현대건설,False,2016-01-04,2025-12-30,2452
000760,이화산업,False,2016-01-04,2025-12-30,2452
000810,삼성화재,False,2016-01-04,2025-12-30,2452
000850,화천기공,False,2016-01-04,2025-12-30,2452
000860,강남제비스코,False,2016-01-04,2025-12-30,2452
000880,한화,False,2016-01-04,2025-12-30,2452
000890,보해양조,False,2016-01-04,2025-12-30,2452
000910,유니온,False,2016-01-04,2025-12-30,2452
000950,전방,False,2016-01-04,2025-12-30,2452
000970,한국주철관,False,2016-01-04,2025-12-30,2452
000990,DB하이텍,False,2016-01-04,2025-12-30,2452
001020,페이퍼코리아,False,2016-01-04,2025-12-30,2452
001040,CJ,False,2016-01-04,2025-12-30,2452
001060,JW중외제약,False,2016-01-04,2025-12-30,2452
001070,대한방직,False,2016-01-04,2025-12-30,2452
001080,만호제강,False,2016-01-04,2025-12-30,2452
001120,LX인터내셔널,False,2016-01-04,2025-12-30,2452
001130,대한제분,False,2016-01-04,2025-12-30,2452
001140,국보,False,2016-01-04,2025-12-30,2452
001200,유진투자증권,False,2016-01-04,2025-12-30,2452
001210,금호전기,False,2016-01-04,2025-12-30,2452
001230,동국홀딩스,False,2016-01-04,2025-12-30,2452
001250,GS글로벌,False,2016-01-04,2025-12-30,2452
001260,남광토건,False,2016-01-04,2025-12-30,2452
001270,부국증권,False,2016-01-04,2025-12-30,2452
001290,상상인증권,False,2016-01-04,2025-12-30,2452
001340,PKC,False,2016-01-04,2025-12-30,2452
001360,삼성제약,False,2016-01-04,2025-12-30,2452
001380,SG글로벌,False,2016-01-04,2025-12-30,2452
001390,KG케미칼,False,2016-01-04,2025-12-30,2452
001420,태원물산,False,2016-01-04,2025-12-30,2452
001430,세아베스틸지주,False,2016-01-04,2025-12-30,2452
001440,대한전선,False,2016-01-04,2025-12-30,2452
001450,현대해상,False,2016-01-04,2025-12-30,2452
001460,BYC,False,2016-01-04,2025-12-30,2452
001470,삼부토건,False,2016-01-04,2025-12-30,2452
001500,현대차증권,False,2016-01-04,2025-12-30,2452
001510,SK증권,False,2016-01-04,2025-12-30,2452
001520,동양,False,2016-01-04,2025-12-30,2452
001530,DI동일,False,2016-01-04,2025-12-30,2452
001550,조비,False,2016-01-04,2025-12-30,2452
001560,제일연마,False,2016-01-04,2025-12-30,2452
001570,금양,False,2016-01-04,2025-12-30,2452
001620,케이비아이동국실업,False,2016-01-04,2025-12-30,2452
001630,종근당홀딩스,False,2016-01-04,2025-12-30,2452
001680,대상,False,2016-01-04,2025-12-30,2452
001720,신영증권,False,2016-01-04,2025-12-30,2452
001740,SK네트웍스,False,2016-01-04,2025-12-30,2452
001750,한양증권,False,2016-01-04,2025-12-30,2452
001770,SHD,False,2016-01-04,2025-12-30,2452
001780,알루코,False,2016-01-04,2025-12-30,2452
001790,대한제당,False,2016-01-04,2025-12-30,2452
001800,오리온홀딩스,False,2016-01-04,2025-12-30,2452
001820,삼화콘덴서,False,2016-01-04,2025-12-30,2452
001940,KISCO홀딩스,False,2016-01-04,2025-12-30,2452
002020,코오롱,False,2016-01-04,2025-12-30,2452
002030,아세아,False,2016-01-04,2025-12-30,2452
002070,비비안,False,2016-01-04,2025-12-30,2452
002100,경농,False,2016-01-04,2025-12-30,2452
002140,고려산업,False,2016-01-04,2025-12-30,2452
002150,도화엔지니어링,False,2016-01-04,2025-12-30,2452
002170,삼양통상,False,2016-01-04,2025-12-30,2452
002200,한국수출포장,False,2016-01-04,2025-12-30,2452
002210,동성제약,False,2016-01-04,2025-12-30,2452
002220,한일철강,False,2016-01-04,2025-12-30,2452
002240,고려제강,False,2016-01-04,2025-12-30,2452
002310,아세아제지,False,2016-01-04,2025-12-30,2452
002320,한진,False,2016-01-04,2025-12-30,2452
002350,넥센타이어,False,2016-01-04,2025-12-30,2452
002360,SH에너지화학,False,2016-01-04,2025-12-30,2452
002380,KCC,False,2016-01-04,2025-12-30,2452
002390,한독,False,2016-01-04,2025-12-30,2452
002410,범양건영,False,2016-01-04,2025-12-30,2452
002420,세기상사,False,2016-01-04,2025-12-30,2452
002450,삼익악기,False,2016-01-04,2025-12-30,2452
002460,HS화성,False,2016-01-04,2025-12-30,2452
002600,조흥,False,2016-01-04,2025-12-30,2452
002620,제일파마홀딩스,False,2016-01-04,2025-12-30,2452
002630,오리엔트바이오,False,2016-01-04,2025-12-30,2452
002690,동일제강,False,2016-01-04,2025-12-30,2452
002700,신일전자,False,2016-01-04,2025-12-30,2452
002710,TCC스틸,False,2016-01-04,2025-12-30,2452
002720,국제약품,False,2016-01-04,2025-12-30,2452
002760,보락,False,2016-01-04,2025-12-30,2452
002780,진흥기업,False,2016-01-04,2025-12-30,2452
002790,아모레퍼시픽홀딩스,False,2016-01-04,2025-12-30,2452
002810,삼영무역,False,2016-01-04,2025-12-30,2452
002820,SUN&L,False,2016-01-04,2025-12-30,2452
002840,미원상사,False,2016-01-04,2025-12-30,2452
002870,신풍,False,2016-01-04,2025-12-30,2452
002880,대유에이텍,False,2016-01-04,2025-12-30,2452
002900,TYM,False,2016-01-04,2025-12-30,2452
002920,유성기업,False,2016-01-04,2025-12-30,2452
002960,한국쉘석유,False,2016-01-04,2025-12-30,2452
002990,금호건설,False,2016-01-04,2025-12-30,2452
003000,부광약품,False,2016-01-04,2025-12-30,2452
003010,혜인,False,2016-01-04,2025-12-30,2452
003030,세아제강지주,False,2016-01-04,2025-12-30,2452
003060,에이프로젠바이오로직스,False,2016-01-04,2025-12-30,2452
003070,코오롱글로벌,False,2016-01-04,2025-12-30,2452
003080,SB성보,False,2016-01-04,2025-12-30,2452
003090,대웅,False,2016-01-04,2025-12-30,2452
003120,일성아이에스,False,2016-01-04,2025-12-30,2452
003160,디아이,False,2016-01-04,2025-12-30,2452
003200,일신방직,False,2016-01-04,2025-12-30,2452
003220,대원제약,False,2016-01-04,2025-12-30,2452
003230,삼양식품,False,2016-01-04,2025-12-30,2452
003240,태광산업,False,2016-01-04,2025-12-30,2452
003280,흥아해운,False,2016-01-04,2025-12-30,2452
003300,한일홀딩스,False,2016-01-04,2025-12-30,2452
003350,한국화장품제조,False,2016-01-04,2025-12-30,2452
003460,유화증권,False,2016-01-04,2025-12-30,2452
003470,유안타증권,False,2016-01-04,2025-12-30,2452
003480,한진중공업홀딩스,False,2016-01-04,2025-12-30,2452
003490,대한항공,False,2016-01-04,2025-12-30,2452
003520,영진약품,False,2016-01-04,2025-12-30,2452
003530,한화투자증권,False,2016-01-04,2025-12-30,2452
003540,대신증권,False,2016-01-04,2025-12-30,2452
003550,LG,False,2016-01-04,2025-12-30,2452
003560,IHQ,False,2016-01-04,2025-12-30,2452
003570,SNT다이내믹스,False,2016-01-04,2025-12-30,2452
003580,HLB글로벌,False,2016-01-04,2025-12-30,2452
003610,방림,False,2016-01-04,2025-12-30,2452
003620,KG모빌리티,False,2016-01-04,2025-12-30,2452
003650,미창석유,False,2016-01-04,2025-12-30,2452
003670,포스코퓨처엠,True,2016-01-04,2025-12-30,2452
003680,한성기업,False,2016-01-04,2025-12-30,2452
003690,코리안리,False,2016-01-04,2025-12-30,2452
003720,삼영,False,2016-01-04,2025-12-30,2452
003780,진양산업,False,2016-01-04,2025-12-30,2452
003830,대한화섬,False,2016-01-04,2025-12-30,2452
003850,보령,False,2016-01-04,2025-12-30,2452
003920,남양유업,False,2016-01-04,2025-12-30,2452
003960,사조대림,False,2016-01-04,2025-12-30,2452
004000,롯데정밀화학,False,2016-01-04,2025-12-30,2452
004020,현대제철,False,2016-01-04,2025-12-30,2452
004060,SG세계물산,False,2016-01-04,2025-12-30,2452
004080,신흥,False,2016-01-04,2025-12-30,2452
004090,한국석유,False,2016-01-04,2025-12-30,2452
004100,태양금속,False,2016-01-04,2025-12-30,2452
004140,동방,False,2016-01-04,2025-12-30,2452
004150,한솔홀딩스,False,2016-01-04,2025-12-30,2452
004170,신세계,False,2016-01-04,2025-12-30,2452
004250,NPC,False,2016-01-04,2025-12-30,2452
004270,남성,False,2016-01-04,2025-12-30,2452
004310,현대약품,False,2016-01-04,2025-12-30,2452
004360,세방,False,2016-01-04,2025-12-30,2452
004370,농심,False,2016-01-04,2025-12-30,2452
004380,삼익THK,False,2016-01-04,2025-12-30,2452
004410,서울식품,False,2016-01-04,2025-12-30,2452
004430,송원산업,False,2016-01-04,2025-12-30,2452
004440,삼일씨엔에스,True,2016-03-30,2025-12-30,2394
004450,삼화왕관,False,2016-01-04,2025-12-30,2452
004490,세방전지,False,2016-01-04,2025-12-30,2452
004540,깨끗한나라,False,2016-01-04,2025-12-30,2452
004560,현대비앤지스틸,False,2016-01-04,2025-12-30,2452
004690,삼천리,False,2016-01-04,2025-12-30,2452
004700,조광피혁,False,2016-01-04,2025-12-30,2452
004710,한솔테크닉스,False,2016-01-04,2025-12-30,2452
004720,팜젠사이언스,False,2016-01-04,2025-12-30,2452
004770,써니전자,False,2016-01-04,2025-12-30,2452
004800,효성,False,2016-01-04,2025-12-30,2452
004830,덕성,False,2016-01-04,2025-12-30,2452
004840,DRB동일,False,2016-01-04,2025-12-30,2452
004870,티웨이홀딩스,False,2016-01-04,2025-12-30,2452
004890,동일산업,False,2016-01-04,2025-12-30,2452
004910,조광페인트,False,2016-01-04,2025-12-30,2452
004920,씨아이테크,False,2016-01-04,2025-12-30,2452
004960,한신공영,False,2016-01-04,2025-12-30,2452
004970,신라교역,False,2016-01-04,2025-12-30,2452
004980,성신양회,False,2016-01-04,2025-12-30,2452
004990,롯데지주,False,2016-01-04,2025-12-30,2452
005010,휴스틸,False,2016-01-04,2025-12-30,2452
005030,부산주공,False,2016-01-04,2025-12-30,2452
005070,코스모신소재,False,2016-01-04,2025-12-30,2452
005090,SGC에너지,False,2016-01-04,2025-12-30,2452
005110,한창,False,2016-01-04,2025-12-30,2452
005180,빙그레,False,2016-01-04,2025-12-30,2452
005250,녹십자홀딩스,False,2016-01-04,2025-12-30,2452
005300,롯데칠성,False,2016-01-04,2025-12-30,2452
005320,온타이드,False,2016-01-04,2025-12-30,2452
005360,모나미,False,2016-01-04,2025-12-30,2452
005380,현대차,False,2016-01-04,2025-12-30,2452
005420,코스모화학,False,2016-01-04,2025-12-30,2452
005430,한국공항,False,2016-01-04,2025-12-30,2452
005440,현대지에프홀딩스,False,2016-01-04,2025-12-30,2452
005490,POSCO홀딩스,False,2016-01-04,2025-12-30,2452
005500,삼진제약,False,2016-01-04,2025-12-30,2452
005610,SPC삼립,False,2016-01-04,2025-12-30,2452
005680,삼영전자,False,2016-01-04,2025-12-30,2452
005690,파미셀,False,2016-01-04,2025-12-30,2452
005720,넥센,False,2016-01-04,2025-12-30,2452
005740,크라운해태홀딩스,False,2016-01-04,2025-12-30,2452
005750,대림바스,False,2016-01-04,2025-12-30,2452
005800,신영와코루,False,2016-01-04,2025-12-30,2452
005810,풍산홀딩스,False,2016-01-04,2025-12-30,2452
