ticker,name,mid_listed,data_start,data_end,num_rows
005820,원림,False,2016-01-04,2025-12-30,2452
005830,DB손해보험,False,2016-01-04,2025-12-30,2452
005850,에스엘,False,2016-01-04,2025-12-30,2452
005870,휴니드,False,2016-01-04,2025-12-30,2452
005880,대한해운,False,2016-01-04,2025-12-30,2452
005930,삼성전자,False,2016-01-04,2025-12-30,2452
005940,NH투자증권,False,2016-01-04,2025-12-30,2452
005950,이수화학,False,2016-01-04,2025-12-30,2452
005960,동부건설,False,2016-01-04,2025-12-30,2452
006040,동원산업,False,2016-01-04,2025-12-30,2452
006060,화승인더,False,2016-01-04,2025-12-30,2452
006090,사조오양,False,2016-01-04,2025-12-30,2452
006110,삼아알미늄,False,2016-01-04,2025-12-30,2452
006120,SK디스커버리,False,2016-01-04,2025-12-30,2452
006200,한국전자홀딩스,False,2016-01-04,2025-12-30,2452
006220,제주은행,False,2016-01-04,2025-12-30,2452
006260,LS,False,2016-01-04,2025-12-30,2452
006280,녹십자,False,2016-01-04,2025-12-30,2452
006340,대원전선,False,2016-01-04,2025-12-30,2452
006360,GS건설,False,2016-01-04,2025-12-30,2452
006370,대구백화점,False,2016-01-04,2025-12-30,2452
006380,카프로,False,2016-01-04,2025-12-30,2452
006400,삼성SDI,False,2016-01-04,2025-12-30,2452
006490,인스코비,False,2016-01-04,2025-12-30,2452
006650,대한유화,False,2016-01-04,2025-12-30,2452
006660,삼성공조,False,2016-01-04,2025-12-30,2452
006740,블루산업개발,False,2016-01-04,2025-12-30,2452
006800,미래에셋증권,False,2016-01-04,2025-12-30,2452
006840,AK홀딩스,False,2016-01-04,2025-12-30,2452
006880,신송홀딩스,False,2016-01-04,2025-12-30,2452
006890,태경케미컬,False,2016-01-04,2025-12-30,2452
006980,우성,False,2016-01-04,2025-12-30,2452
007070,GS리테일,False,2016-01-04,2025-12-30,2452
007110,일신석재,False,2016-01-04,2025-12-30,2452
007120,미래아이앤지,False,2016-01-04,2025-12-30,2452
007160,사조산업,False,2016-01-04,2025-12-30,2452
007210,벽산,False,2016-01-04,2025-12-30,2452
007310,오뚜기,False,2016-01-04,2025-12-30,2452
007460,에이프로젠,False,2016-01-04,2025-12-30,2452
007540,샘표,False,2016-01-04,2025-12-30,2452
007570,일양약품,False,2016-01-04,2025-12-30,2452
007610,선도전기,False,2016-01-04,2025-12-30,2452
007660,이수페타시스,False,2016-01-04,2025-12-30,2452
007700,F&F홀딩스,False,2016-01-04,2025-12-30,2452
007810,코리아써키트,False,2016-01-04,2025-12-30,2452
007860,서연,False,2016-01-04,2025-12-30,2452
008040,사조동아원,False,2016-01-04,2025-12-30,2452
008060,대덕,False,2016-01-04,2025-12-30,2452
008110,대동전자,False,2016-01-04,2025-12-30,2452
008250,이건산업,False,2016-01-04,2025-12-30,2452
008260,NI스틸,False,2016-01-04,2025-12-30,2452
008350,남선알미늄,False,2016-01-04,2025-12-30,2452
008420,문배철강,False,2016-01-04,2025-12-30,2452
008500,일정실업,False,2016-01-04,2025-12-30,2452
008600,윌비스,False,2016-01-04,2025-12-30,2452
008700,아남전자,False,2016-01-04,2025-12-30,2452
008730,율촌화학,False,2016-01-04,2025-12-30,2452
008770,호텔신라,False,2016-01-04,2025-12-30,2452
008930,한미사이언스,False,2016-01-04,2025-12-30,2452
008970,KBI동양철관,False,2016-01-04,2025-12-30,2452
009070,KCTC,False,2016-01-04,2025-12-30,2452
009150,삼성전기,False,2016-01-04,2025-12-30,2452
009160,SIMPAC,False,2016-01-04,2025-12-30,2452
009190,대양금속,False,2016-01-04,2025-12-30,2452
009240,한샘,False,2016-01-04,2025-12-30,2452
009270,신원,False,2016-01-04,2025-12-30,2452
009290,광동제약,False,2016-01-04,2025-12-30,2452
009320,아진전자부품,False,2016-01-04,2025-12-30,2452
009410,태영건설,False,2016-01-04,2025-12-30,2452
009420,한올바이오파마,False,2016-01-04,2025-12-30,2452
009450,경동나비엔,False,2016-01-04,2025-12-30,2452
009460,한창제지,False,2016-01-04,2025-12-30,2452
009470,삼화전기,False,2016-01-04,2025-12-30,2452
009540,HD한국조선해양,False,2016-01-04,2025-12-30,2452
009680,모토닉,False,2016-01-04,2025-12-30,2452
009830,한화솔루션,False,2016-01-04,2025-12-30,2452
009900,명신산업,True,2020-12-07,2025-12-30,1242
010040,한국내화,False,2016-01-04,2025-12-30,2452
010060,OCI홀딩스,False,2016-01-04,2025-12-30,2452
010100,한국무브넥스,False,2016-01-04,2025-12-30,2452
010120,LS ELECTRIC,False,2016-01-04,2025-12-30,2452
010130,고려아연,False,2016-01-04,2025-12-30,2452
010140,삼성중공업,False,2016-01-04,2025-12-30,2452
010400,우진아이엔에스,True,2018-09-14,2025-12-30,1789
010580,에스엠벡셀,False,2016-01-04,2025-12-30,2452
010600,웰바이오텍,False,2016-01-04,2025-12-30,2452
010660,화천기계,False,2016-01-04,2025-12-30,2452
010690,화신,False,2016-01-04,2025-12-30,2452
010780,아이에스동서,False,2016-01-04,2025-12-30,2452
010820,퍼스텍,False,2016-01-04,2025-12-30,2452
010950,S-Oil,False,2016-01-04,2025-12-30,2452
011000,진원생명과학,False,2016-01-04,2025-12-30,2452
011070,LG이노텍,False,2016-01-04,2025-12-30,2452
011090,에넥스,False,2016-01-04,2025-12-30,2452
011150,CJ씨푸드,False,2016-01-04,2025-12-30,2452
011170,롯데케미칼,False,2016-01-04,2025-12-30,2452
011200,HMM,False,2016-01-04,2025-12-30,2452
011210,현대위아,False,2016-01-04,2025-12-30,2452
011230,삼화전자,False,2016-01-04,2025-12-30,2452
011280,태림포장,False,2016-01-04,2025-12-30,2452
011300,성안머티리얼스,False,2016-01-04,2025-12-30,2452
011330,유니켐,False,2016-01-04,2025-12-30,2452
011390,부산산업,False,2016-01-04,2025-12-30,2452
011420,갤럭시아에스엠,False,2016-01-04,2025-12-30,2452
011500,한농화성,False,2016-01-04,2025-12-30,2452
011690,와이투솔루션,False,2016-01-04,2025-12-30,2452
011700,한신기계,False,2016-01-04,2025-12-30,2452
011760,현대코퍼레이션,False,2016-01-04,2025-12-30,2452
011780,금호석유화학,False,2016-01-04,2025-12-30,2452
011790,SKC,False,2016-01-04,2025-12-30,2452
011810,STX,False,2016-01-04,2025-12-30,2452
011930,신성이엔지,False,2016-01-04,2025-12-30,2452
012030,DB,False,2016-01-04,2025-12-30,2452
0120G0,삼양바이오팜,True,2025-11-24,2025-12-30,26
012170,아센디오,False,2016-01-04,2025-12-30,2452
012280,영화금속,False,2016-01-04,2025-12-30,2452
012320,경동인베스트,False,2016-01-04,2025-12-30,2452
012330,현대모비스,False,2016-01-04,2025-12-30,2452
012450,한화에어로스페이스,False,2016-01-04,2025-12-30,2452
012510,더존비즈온,False,2016-01-04,2025-12-30,2452
012610,경인양행,False,2016-01-04,2025-12-30,2452
012630,HDC,False,2016-01-04,2025-12-30,2452
012690,모나리자,False,2016-01-04,2025-12-30,2452
0126Z0,삼성에피스홀딩스,True,2025-11-24,2025-12-30,26
012750,에스원,False,2016-01-04,2025-12-30,2452
013000,세우글로벌,False,2016-01-04,2025-12-30,2452
013360,일성건설,False,2016-01-04,2025-12-30,2452
013570,디와이,False,2016-01-04,2025-12-30,2452
013700,까뮤이앤씨,False,2016-01-04,2025-12-30,2452
013890,지누스,True,2019-10-30,2025-12-30,1516
014130,한익스프레스,False,2016-01-04,2025-12-30,2452
014160,대영포장,False,2016-01-04,2025-12-30,2452
014280,금강공업,False,2016-01-04,2025-12-30,2452
014530,극동유화,False,2016-01-04,2025-12-30,2452
014580,태경비케이,False,2016-01-04,2025-12-30,2452
014680,한솔케미칼,False,2016-01-04,2025-12-30,2452
014710,사조씨푸드,False,2016-01-04,2025-12-30,2452
014830,유니드,False,2016-01-04,2025-12-30,2452
014910,성문전자,False,2016-01-04,2025-12-30,2452
014990,인디에프,False,2016-01-04,2025-12-30,2452
015020,이스타코,False,2016-01-04,2025-12-30,2452
015260,에이엔피,False,2016-01-04,2025-12-30,2452
015590,DKME,False,2016-01-04,2025-12-30,2452
015760,한국전력,False,2016-01-04,2025-12-30,2452
015860,일진홀딩스,False,2016-01-04,2025-12-30,2452
016360,삼성증권,False,2016-01-04,2025-12-30,2452
016380,KG스틸,False,2016-01-04,2025-12-30,2452
016580,환인제약,False,2016-01-04,2025-12-30,2452
016590,신대양제지,False,2016-01-04,2025-12-30,2452
016710,대성홀딩스,False,2016-01-04,2025-12-30,2452
016740,두올,True,2016-07-29,2025-12-30,2311
016880,웅진,False,2016-01-04,2025-12-30,2452
017040,광명전기,False,2016-01-04,2025-12-30,2452
017180,명문제약,False,2016-01-04,2025-12-30,2452
017370,우신시스템,False,2016-01-04,2025-12-30,2452
017550,수산세보틱스,False,2016-01-04,2025-12-30,2452
017670,SK텔레콤,False,2016-01-04,2025-12-30,2452
017800,현대엘리베이터,False,2016-01-04,2025-12-30,2452
017810,풀무원,False,2016-01-04,2025-12-30,2452
017860,DS단석,True,2023-12-22,2025-12-30,490
017900,광전자,False,2016-01-04,2025-12-30,2452
017960,한국카본,False,2016-01-04,2025-12-30,2452
018250,애경산업,True,2018-03-22,2025-12-30,1909
018260,삼성에스디에스,False,2016-01-04,2025-12-30,2452
018470,조일알미늄,False,2016-01-04,2025-12-30,2452
018670,SK가스,False,2016-01-04,2025-12-30,2452
018880,한온시스템,False,2016-01-04,2025-12-30,2452
019170,신풍제약,False,2016-01-04,2025-12-30,2452
019440,세아특수강,False,2016-01-04,2025-12-30,2452
019680,대교,False,2016-01-04,2025-12-30,2452
020000,한섬,False,2016-01-04,2025-12-30,2452
020120,키다리스튜디오,False,2016-01-04,2025-12-30,2452
020150,롯데에너지머티리얼즈,False,2016-01-04,2025-12-30,2452
020560,아시아나항공,False,2016-01-04,2025-12-30,2452
020760,일진디스플,False,2016-01-04,2025-12-30,2452
021050,서원,False,2016-01-04,2025-12-30,2452
021240,코웨이,False,2016-01-04,2025-12-30,2452
022100,포스코DX,True,2016-01-04,2025-12-30,2452
023350,한국종합기술,False,2016-01-04,2025-12-30,2452
023530,롯데쇼핑,False,2016-01-04,2025-12-30,2452
023590,다우기술,False,2016-01-04,2025-12-30,2452
024110,기업은행,False,2016-01-04,2025-12-30,2452
024720,콜마홀딩스,False,2016-01-04,2025-12-30,2452
024890,대원화성,False,2016-01-04,2025-12-30,2452
024900,디와이덕양,False,2016-01-04,2025-12-30,2452
025560,미래산업,False,2016-01-04,2025-12-30,2452
025620,차AI헬스케어,False,2016-01-04,2025-12-30,2452
025750,한솔홈데코,False,2016-01-04,2025-12-30,2452
025820,이구산업,False,2016-01-04,2025-12-30,2452
025860,남해화학,False,2016-01-04,2025-12-30,2452
026890,스틱인베스트먼트,False,2016-01-04,2025-12-30,2452
026960,동서,True,2016-01-04,2025-12-30,2452
027410,BGF,False,2016-01-04,2025-12-30,2452
027740,마니커,False,2016-01-04,2025-12-30,2452
028050,삼성E&A,False,2016-01-04,2025-12-30,2452
028100,동아지질,False,2016-01-04,2025-12-30,2452
028260,삼성물산,False,2016-01-04,2025-12-30,2452
028670,팬오션,False,2016-01-04,2025-12-30,2452
029460,케이씨,False,2016-01-04,2025-12-30,2452
029780,삼성카드,False,2016-01-04,2025-12-30,2452
030000,제일기획,False,2016-01-04,2025-12-30,2452
030200,KT,False,2016-01-04,2025-12-30,2452
030210,다올투자증권,False,2016-01-04,2025-12-30,2452
031210,서울보증보험,True,2025-03-14,2025-12-30,196
031430,신세계인터내셔날,False,2016-01-04,2025-12-30,2452
031820,아이티센씨티에스,False,2016-01-04,2025-12-30,2452
032350,롯데관광개발,False,2016-01-04,2025-12-30,2452
032560,황금에스티,False,2016-01-04,2025-12-30,2452
032640,LG유플러스,False,2016-01-04,2025-12-30,2452
032830,삼성생명,False,2016-01-04,2025-12-30,2452
033180,KH 필룩스,False,2016-01-04,2025-12-30,2452
033240,자화전자,False,2016-01-04,2025-12-30,2452
033250,체시스,False,2016-01-04,2025-12-30,2452
033270,유나이티드제약,False,2016-01-04,2025-12-30,2452
033530,SJG세종,False,2016-01-04,2025-12-30,2452
033780,KT&G,False,2016-01-04,2025-12-30,2452
034020,두산에너빌리티,False,2016-01-04,2025-12-30,2452
034220,LG디스플레이,False,2016-01-04,2025-12-30,2452
034230,파라다이스,True,2016-01-04,2025-12-30,2452
034730,SK,False,2016-01-04,2025-12-30,2452
034830,한국토지신탁,True,2016-01-04,2025-12-30,2452
035150,백산,False,2016-01-04,2025-12-30,2452
035250,강원랜드,False,2016-01-04,2025-12-30,2452
035420,NAVER,False,2016-01-04,2025-12-30,2452
035510,신세계 I&C,False,2016-01-04,2025-12-30,2452
035720,카카오,True,2016-01-04,2025-12-30,2452
036420,콘텐트리중앙,True,2016-01-04,2025-12-30,2452
036460,한국가스공사,False,2016-01-04,2025-12-30,2452
036570,엔씨소프트,False,2016-01-04,2025-12-30,2452
037270,YG PLUS,False,2016-01-04,2025-12-30,2452
037560,LG헬로비전,False,2016-01-04,2025-12-30,2452
039130,하나투어,False,2016-01-04,2025-12-30,2452
039490,키움증권,False,2016-01-04,2025-12-30,2452
041650,상신브레이크,False,2016-01-04,2025-12-30,2452
042660,한화오션,False,2016-01-04,2025-12-30,2452
042670,HD현대인프라코어,False,2016-01-04,2025-12-30,2452
042700,한미반도체,False,2016-01-04,2025-12-30,2452
044380,주연테크,False,2016-01-04,2025-12-30,2452
047040,대우건설,False,2016-01-04,2025-12-30,2452
047050,포스코인터내셔널,False,2016-01-04,2025-12-30,2452
047400,유니온머티리얼,False,2016-01-04,2025-12-30,2452
047810,한국항공우주,False,2016-01-04,2025-12-30,2452
051600,한전KPS,False,2016-01-04,2025-12-30,2452
051900,LG생활건강,False,2016-01-04,2025-12-30,2452
051910,LG화학,False,2016-01-04,2025-12-30,2452
052690,한전기술,False,2016-01-04,2025-12-30,2452
053690,한미글로벌,False,2016-01-04,2025-12-30,2452
055490,테이팩스,True,2017-10-31,2025-12-30,2005
055550,신한지주,False,2016-01-04,2025-12-30,2452
057050,현대홈쇼핑,False,2016-01-04,2025-12-30,2452
058430,포스코스틸리온,False,2016-01-04,2025-12-30,2452
058730,다스코,False,2016-01-04,2025-12-30,2452
058850,KTcs,False,2016-01-04,2025-12-30,2452
062040,산일전기,True,2024-07-29,2025-12-30,345
063160,종근당바이오,False,2016-01-04,2025-12-30,2452
064350,현대로템,False,2016-01-04,2025-12-30,2452
064400,LG씨엔에스,True,2025-02-05,2025-12-30,222
064960,SNT모티브,False,2016-01-04,2025-12-30,2452
066570,LG전자,False,2016-01-04,2025-12-30,2452
066970,엘앤에프,True,2016-01-04,2025-12-30,2452
068270,셀트리온,True,2016-01-04,2025-12-30,2452
068290,삼성출판사,False,2016-01-04,2025-12-30,2452
069260,TKG휴켐스,False,2016-01-04,2025-12-30,2452
069460,대호에이엘,False,2016-01-04,2025-12-30,2452
069620,대웅제약,False,2016-01-04,2025-12-30,2452
069730,DSR제강,False,2016-01-04,2025-12-30,2452
069960,현대백화점,False,2016-01-04,2025-12-30,2452
